postcode,suburb,state,lat,lng
2530,BROWNSVILLE,NSW,-34.48283,150.81006
2530,CLEVELAND,NSW,-34.50174,150.77083
2530,DAPTO,NSW,-34.49167,150.79167
2530,DOMBARTON,NSW,-34.45840,150.77200
2530,HAYWARDS BAY,NSW,-34.54239,150.79553
2530,HORSLEY,NSW,-34.49160,150.77083
2530,HUNTLEY,NSW,-34.49714,150.74132
2530,KANAHOOKA,NSW,-34.49167,150.80833
2530,KOONAWARRA,NSW,-34.50167,150.80833
2530,MARSHALL MOUNT,NSW,-34.54500,150.73667
2530,WONGAWILLI,NSW,-34.47500,150.75833
2530,YALLAH,NSW,-34.53333,150.80000
2533,BOMBO,NSW,-34.65467,150.85221
2533,CURRAMORE,NSW,-34.62353,150.76211
2533,JAMBEROO,NSW,-34.65000,150.78333
2533,JERRARA,NSW,-34.67921,150.82023
2533,KIAMA,NSW,-34.67382,150.84437
2533,KIAMA DOWNS,NSW,-34.64167,150.85000
2533,KIAMA HEIGHTS,NSW,-34.70223,150.84058
2533,MINNAMURRA,NSW,-34.62500,150.85194
2533,SADDLEBACK MOUNTAIN,NSW,-34.70000,150.80000
2534,BROUGHTON VILLAGE,NSW,-34.74190,150.75000
2534,FOXGROUND,NSW,-34.71735,150.77065
2534,GERRINGONG,NSW,-34.73914,150.82499
2534,GERROA,NSW,-34.76990,150.81313
2534,ROSE VALLEY,NSW,-34.71664,150.80861
2534,TOOLIJOOA,NSW,-34.76528,150.78472
2534,WERRI BEACH,NSW,-34.73277,150.83404
2534,WILLOW VALE,NSW,-34.73333,150.80000
2535,BACK FOREST,NSW,-34.84145,150.67787
2535,BELLAWONGARAH,NSW,-34.76229,150.61690
2535,BERRY,NSW,-34.77528,150.69389
2535,BERRY MOUNTAIN,NSW,-34.76489,150.64593
2535,BROGERS CREEK,NSW,-34.69629,150.69239
2535,BROUGHTON,NSW,-34.75597,150.72725
2535,BROUGHTON VALE,NSW,-34.73271,150.71563
2535,BUDDEROO,NSW,-34.67343,150.66478
2535,BUNDEWALLAH,NSW,-34.75257,150.66625
2535,COOLANGATTA,NSW,-34.85479,150.71417
2535,FAR MEADOW,NSW,-34.83066,150.70401
2535,JASPERS BRUSH,NSW,-34.79824,150.65754
2535,SHOALHAVEN HEADS,NSW,-34.85023,150.74155
2535,WATTAMOLLA,NSW,-34.72449,150.64593
2535,WOODHILL,NSW,-34.73060,150.66916
2536,BATEHAVEN,NSW,-35.73333,150.20000
2536,BATEMANS BAY,NSW,-35.71439,150.17947
2536,BENANDARAH,NSW,-35.63153,150.16549
2536,BIMBIMBIE,NSW,-35.84737,150.12427
2536,BUCKENBOWRA,NSW,-35.70864,150.02703
2536,CATALINA,NSW,-35.73210,150.18503
2536,CURROWAN,NSW,-35.57003,150.05865
2536,DENHAMS BEACH,NSW,-35.74828,150.21252
2536,DEPOT BEACH,NSW,-35.63019,150.32401
2536,DURRAS NORTH,NSW,-35.63653,150.30309
2536,EAST LYNNE,NSW,-35.56576,150.24943
2536,GUERILLA BAY,NSW,-35.82947,150.21831
2536,JEREMADRA,NSW,-35.81076,150.13584
2536,LILLI PILLI,NSW,-35.77638,150.21976
2536,LONG BEACH,NSW,-35.68661,150.22844
2536,MALONEYS BEACH,NSW,-35.70114,150.25450
2536,MALUA BAY,NSW,-35.79301,150.21686
2536,MERRICUMBENE,NSW,-35.72730,149.87400
2536,MOGO,NSW,-35.78333,150.13333
2536,MURRENGENBURG,NSW,-35.54800,150.00400
2536,NELLIGEN,NSW,-35.64530,150.09234
2536,NORTH BATEMANS BAY,NSW,-35.68387,150.19081
2536,PEBBLY BEACH,NSW,-35.59943,150.33287
2536,ROSEDALE,NSW,-35.81667,150.21667
2536,RUNNYFORD,NSW,-35.71887,150.10441
2536,SOUTH DURRAS,NSW,-35.66222,150.29222
2536,SUNSHINE BAY,NSW,-35.74422,150.20673
2536,SURF BEACH,NSW,-35.76001,150.20529
2536,SURFSIDE,NSW,-35.69541,150.19660
2536,WOODLANDS,NSW,-35.80347,150.18213
2537,BERGALIA,NSW,-35.99618,150.12292
2537,BINGIE,NSW,-36.01257,150.14741
2537,BROULEE,NSW,-35.84543,150.16942
2537,COILA,NSW,-36.00984,150.10112
2537,CONGO,NSW,-35.95979,150.13584
2537,DEUA,NSW,-35.91603,149.79604
2537,DEUA RIVER VALLEY,NSW,-35.83022,149.97754
2537,KIORA,NSW,-35.89533,149.99885
2537,MERINGO,NSW,-35.97964,150.13584
2537,MOGENDOURA,NSW,-35.86838,150.03751
2537,MORUYA,NSW,-35.90731,150.09281
2537,MORUYA HEADS,NSW,-35.91679,150.13403
2537,MOSSY POINT,NSW,-35.83004,150.17924
2537,TOMAKIN,NSW,-35.82324,150.19081
2537,TURLINJAH,NSW,-36.03326,150.07799
2537,TUROSS HEAD,NSW,-36.05160,150.12986
2537,WAMBAN,NSW,-35.94908,150.02802
2538,BROOMAN,NSW,-35.50528,150.23460
2538,LITTLE FOREST,NSW,-35.29787,150.36167
2538,MILTON,NSW,-35.31938,150.43906
2538,MOGOOD,NSW,-35.51453,150.20420
2538,MORTON,NSW,-35.41679,150.34610
2538,PORTERS CREEK,NSW,-35.25819,150.32515
2538,WOODBURN,NSW,-35.38067,150.37399
2538,WOODSTOCK,NSW,-35.35038,150.40804
2539,BAWLEY POINT,NSW,-35.51563,150.39373
2539,BENDALONG,NSW,-35.21915,150.48638
2539,BERRINGER LAKE,NSW,-35.24980,150.50500
2539,BURRILL LAKE,NSW,-35.38333,150.45000
2539,COCKWHY,NSW,-35.54160,150.29012
2539,CONJOLA,NSW,-35.26962,150.48102
2539,CONJOLA PARK,NSW,-35.26621,150.43993
2539,CROOBYAR,NSW,-35.32067,150.39065
2539,CUNJURONG POINT,NSW,-35.26309,150.50808
2539,DOLPHIN POINT,NSW,-35.40139,150.44428
2539,FISHERMANS PARADISE,NSW,-35.23101,150.44428
2539,KINGS POINT,NSW,-35.37299,150.44573
2539,KIOLOA,NSW,-35.56111,150.37417
2539,LAKE CONJOLA,NSW,-35.26962,150.48102
2539,LAKE TABOURIE,NSW,-35.43720,150.40515
2539,MANYANA,NSW,-35.25000,150.51667
2539,MOLLYMOOK,NSW,-35.34076,150.47038
2539,MOLLYMOOK BEACH,NSW,-35.32910,150.46893
2539,MOUNT KINGIMAN,NSW,-35.32470,150.35900
2539,NARRAWALLEE,NSW,-35.31251,150.46313
2539,POINTER MOUNTAIN,NSW,-35.26493,150.38015
2539,PRETTY BEACH,NSW,-35.57775,150.35233
2539,TERMEIL,NSW,-35.48685,150.33655
2539,ULLADULLA,NSW,-35.35724,150.46132
2539,YADBORO,NSW,-35.38286,150.23405
2539,YATTE YATTAH,NSW,-35.26670,150.41400
2540,BADAGARANG,NSW,-34.82820,150.57890
2540,BAMARANG,NSW,-34.89565,150.51932
2540,BARRINGELLA,NSW,-34.89717,150.49021
2540,BASIN VIEW,NSW,-35.09167,150.56667
2540,BEECROFT PENINSULA,NSW,-35.04299,150.80728
2540,BERRARA,NSW,-35.20693,150.55160
2540,BEWONG,NSW,-35.08007,150.53274
2540,BOLONG,NSW,-34.83555,150.64593
2540,BOOLIJAH,NSW,-35.05751,150.32897
2540,BREAM BEACH,NSW,-35.10861,150.66167
2540,BROWNS MOUNTAIN,NSW,-34.79479,150.52984
2540,BRUNDEE,NSW,-34.88905,150.65754
2540,BUANGLA,NSW,-34.84215,150.42347
2540,BURRIER,NSW,-34.87958,150.45407
2540,CALLALA BAY,NSW,-34.99077,150.71964
2540,CALLALA BEACH,NSW,-35.00233,150.69529
2540,CAMBEWARRA,NSW,-34.80400,150.56466
2540,CAMBEWARRA VILLAGE,NSW,-34.82258,150.55896
2540,COMBERTON,NSW,-34.94797,150.60462
2540,COMERONG ISLAND,NSW,-34.88476,150.72160
2540,CUDMIRRAH,NSW,-35.19843,150.55740
2540,CULBURRA BEACH,NSW,-34.93333,150.76667
2540,CURRARONG,NSW,-35.01667,150.81667
2540,EROWAL BAY,NSW,-35.09833,150.66167
2540,ETTREMA,NSW,-34.89010,150.29509
2540,FALLS CREEK,NSW,-34.99813,150.59368
2540,GREENWELL POINT,NSW,-34.91074,150.73038
2540,HMAS ALBATROSS,NSW,-34.93820,150.55626
2540,HMAS CRESWELL,ACT,-35.13247,150.70127
2540,HUSKISSON,NSW,-35.04184,150.67133
2540,HYAMS BEACH,NSW,-35.10332,150.69189
2540,ILLAROO,NSW,-34.84595,150.48625
2540,JERRAWANGALA,NSW,-35.11320,150.47744
2540,JERVIS BAY,ACT,-35.13105,150.70487
2540,KINGHORNE,NSW,-34.97971,150.77005
2540,LONGREACH,NSW,-34.87545,150.52984
2540,MAYFIELD,NSW,-34.91908,150.66625
2540,MEROO MEADOW,NSW,-34.81627,150.61109
2540,MONDAYONG,NSW,-35.16105,150.49989
2540,MOOLLATTOO,NSW,-34.78330,150.40662
2540,MUNDAMIA,NSW,-34.87772,150.56574
2540,MYOLA,NSW,-35.02379,150.67642
2540,NOWRA HILL,NSW,-34.93156,150.57046
2540,NOWRA NAVAL PO,NSW,-34.94140,150.55200
2540,NUMBAA,NSW,-34.88158,150.68658
2540,OLD EROWAL BAY,NSW,-35.08735,150.65028
2540,ORIENT POINT,NSW,-34.91080,150.74970
2540,PARMA,NSW,-34.96919,150.54144
2540,PYREE,NSW,-34.90806,150.68556
2540,SANCTUARY POINT,NSW,-35.10361,150.62667
2540,ST GEORGES BASIN,NSW,-35.08439,150.59175
2540,SUSSEX INLET,NSW,-35.15000,150.56667
2540,SWANHAVEN,NSW,-35.18635,150.57336
2540,TALLOWAL,NSW,-34.84200,150.22800
2540,TAPITALLEE,NSW,-34.83205,150.51823
2540,TERARA,NSW,-34.86977,150.62270
2540,TOMERONG,NSW,-35.06667,150.58333
2540,TULLARWALLA,NSW,-35.10987,150.51171
2540,TWELVE MILE PEG,NSW,-35.15354,150.39745
2540,VINCENTIA,NSW,-35.07667,150.67361
2540,WANDANDIAN,NSW,-35.08333,150.50000
2540,WATERSLEIGH,NSW,-34.85200,150.52694
2540,WOLLUMBOOLA,NSW,-34.93787,150.71141
2540,WOOLLAMIA,NSW,-35.01392,150.63432
2540,WORRIGEE,NSW,-34.91317,150.63432
2540,WORROWING HEIGHTS,NSW,-35.08227,150.64669
2540,WRECK BAY,ACT,-34.89565,150.51932
2540,WRIGHTS BEACH,NSW,-35.11667,150.66667
2540,YALWAL,NSW,-34.94138,150.41421
2540,YERRIYONG,NSW,-34.97839,150.52512
2541,BANGALEE,NSW,-34.84435,150.56466
2541,BOMADERRY,NSW,-34.85000,150.61667
2541,NORTH NOWRA,NSW,-34.85925,150.57336
2541,NOWRA,NSW,-34.88333,150.60000
2541,NOWRA DC,NSW,-34.88330,150.60000
2541,NOWRA EAST,NSW,-34.88325,150.60777
2541,NOWRA NORTH,NSW,-34.85925,150.57336
2541,SOUTH NOWRA,NSW,-34.90397,150.59948
2541,WEST NOWRA,NSW,-34.88249,150.58497
2545,BELOWRA,NSW,-36.18896,149.68708
2545,BODALLA,NSW,-36.10000,150.05000
2545,CADGEE,NSW,-36.14619,149.93600
2545,EUROBODALLA,NSW,-36.12849,149.79489
2545,NERRIGUNDAH,NSW,-36.11667,149.90000
2545,POTATO POINT,NSW,-36.10230,150.12318
2545,STONY CREEK,NSW,-36.62810,149.80000
2546,AKOLELE,NSW,-36.34661,150.07510
2546,BARRAGGA BAY,NSW,-36.50301,150.05197
2546,BEAUTY POINT,NSW,-36.37810,150.06800
2546,BERMAGUI,NSW,-36.44337,150.06136
2546,BERMAGUI SOUTH,NSW,-36.44340,150.06100
2546,CENTRAL TILBA,NSW,-36.29078,150.06064
2546,CORUNNA,NSW,-36.28019,150.10609
2546,CUTTAGEE,NSW,-36.47845,150.04329
2546,DALMENY,NSW,-36.16667,150.13333
2546,DIGNAMS CREEK,NSW,-36.32328,149.97465
2546,GREENDALE,NSW,-36.57670,149.83600
2546,KIANGA,NSW,-36.18903,150.09751
2546,MURRAH,NSW,-36.54020,150.02400
2546,MYSTERY BAY,NSW,-36.30361,150.13028
2546,NAROOMA,NSW,-36.24195,150.10819
2546,NORTH NAROOMA,NSW,-36.20796,150.10112
2546,TILBA TILBA,NSW,-36.29078,150.06064
2546,TINPOT,NSW,-36.21472,149.85604
2546,WADBILLIGA,NSW,-36.25387,149.60986
2546,WALLAGA LAKE,NSW,-36.38597,150.06678
2546,WALLAGA LAKE HEIGHTS,NSW,-36.39100,150.06400
2548,BERRAMBOOL,NSW,-36.87978,149.90892
2548,BOURNDA,NSW,-36.83140,149.90000
2548,MERIMBULA,NSW,-36.88755,149.90587
2548,MIRADOR,NSW,-36.87890,149.91900
2548,TURA BEACH,NSW,-36.85000,149.92500
2548,YELLOW PINCH,NSW,-36.86069,149.83710
2549,BALD HILLS,NSW,-36.91512,149.84684
2549,BROADWATER,NSW,-36.97368,149.89015
2549,GREIGS FLAT,NSW,-36.97032,149.86804
2549,LOCHIEL,NSW,-36.96226,149.81256
2549,MILLINGANDI,NSW,-36.88246,149.85262
2549,NETHERCOTE,NSW,-37.03420,149.82184
2549,PAMBULA,NSW,-36.91667,149.88333
2549,PAMBULA BEACH,NSW,-36.93333,149.90000
2549,SOUTH PAMBULA,NSW,-36.94612,149.84396
2550,ANGLEDALE,NSW,-36.63167,149.88444
2550,BEGA,NSW,-36.68891,149.84164
2550,BEMBOKA,NSW,-36.62447,149.56352
2550,BLACK RANGE,NSW,-36.73872,149.84684
2550,BOURNDA,NSW,-36.83143,149.90032
2550,BROGO,NSW,-36.51155,149.76748
2550,BUCKAJO,NSW,-36.69325,149.80171
2550,BUNGA,NSW,-36.68891,149.84164
2550,BURRAGATE,NSW,-37.00957,149.62664
2550,CANDELO,NSW,-36.76546,149.69033
2550,CHINNOCK,NSW,-36.70160,149.94178
2550,COBARGO,NSW,-36.38657,149.90180
2550,COOLAGOLITE,NSW,-36.40232,149.97772
2550,COOLANGUBRA,NSW,-36.99972,149.46034
2550,COOPERS GULLY,NSW,-36.64733,149.80066
2550,DEVILS HOLE,NSW,-36.87976,149.65068
2550,DOCTOR GEORGE MOUNTAIN,NSW,-36.66647,149.89593
2550,FROGS HOLLOW,NSW,-36.76500,149.82014
2550,GREENDALE,NSW,-36.57673,149.83602
2550,JELLAT JELLAT,NSW,-36.71967,149.88046
2550,KALARU,NSW,-36.73176,149.92770
2550,KAMERUKA,NSW,-36.71440,149.69609
2550,KANOONA,NSW,-36.75433,149.76961
2550,KINGSWOOD,NSW,-36.74210,149.82375
2550,MOGAREEKA,NSW,-36.69381,149.97681
2550,MOGILLA,NSW,-36.71637,149.54413
2550,MORANS CROSSING,NSW,-36.65527,149.65254
2550,MUMBULLA MOUNTAIN,NSW,-36.53556,149.89064
2550,MURRAH,NSW,-36.54018,150.02378
2550,MYRTLE MOUNTAIN,NSW,-36.84341,149.68456
2550,NELSON,NSW,-36.67836,149.97061
2550,NEW BUILDINGS,NSW,-36.96251,149.56496
2550,NUMBUGGA,NSW,-36.62180,149.74656
2550,PERICOE,NSW,-37.10398,149.59521
2550,QUAAMA,NSW,-36.46472,149.86889
2550,REEDY SWAMP,NSW,-36.69268,149.89304
2550,ROCKY HALL,NSW,-36.91062,149.47760
2550,SOUTH WOLUMLA,NSW,-36.83333,149.80833
2550,STONY CREEK,NSW,-36.62810,149.79994
2550,TANJA,NSW,-36.62014,149.96815
2550,TANTAWANGALO,NSW,-36.79771,149.58533
2550,TARRAGANDA,NSW,-36.67643,149.86994
2550,TATHRA,NSW,-36.73602,149.96742
2550,TOOTHDALE,NSW,-36.78975,149.75522
2550,TOWAMBA,NSW,-37.09807,149.70428
2550,VERONA,NSW,-36.45063,149.84149
2550,WALLAGOOT,NSW,-36.75786,149.93998
2550,WANDELLA,NSW,-36.31151,149.85623
2550,WAPENGO,NSW,-36.59626,149.99177
2550,WOG WOG,NSW,-37.07620,149.44200
2550,WOLUMLA,NSW,-36.83333,149.80833
2550,WYNDHAM,NSW,-36.93280,149.59800
2550,YAMBULLA,NSW,-37.23035,149.58808
2550,YANKEES CREEK,NSW,-36.48831,149.54740
2550,YOWRIE,NSW,-36.34510,149.75305
2551,BOYDTOWN,NSW,-37.10733,149.86994
2551,EDEN,NSW,-37.06667,149.90000
2551,EDROM,NSW,-37.13747,149.95570
2551,GREEN CAPE,NSW,-37.21108,149.99378
2551,KIAH,NSW,-37.14560,149.86924
2551,NADGEE,NSW,-37.39645,149.91037
2551,NARRABARBA,NSW,-37.24606,149.82173
2551,NULLICA,NSW,-37.08933,149.83605
2551,NUNGATTA,NSW,-37.20295,149.41819
2551,NUNGATTA SOUTH,NSW,-37.28030,149.45400
2551,TIMBILLICA,NSW,-37.37116,149.72115
2551,WONBOYN,NSW,-37.24993,149.91651
2551,WONBOYN LAKE,NSW,-37.24707,149.92481
2551,WONBOYN NORTH,NSW,-37.22009,149.92309
2555,BADGERYS CREEK,NSW,-33.87871,150.75049
2556,BRADFIELD,NSW,-33.91630,150.73400
2556,BRINGELLY,NSW,-33.94047,150.73306
2557,CATHERINE FIELD,NSW,-33.98330,150.76000
2557,GLEDSWOOD HILLS,NSW,-34.01170,150.78000
2557,GREGORY HILLS,NSW,-34.03080,150.77700
2557,ROSSMORE,NSW,-33.92240,150.76964
2558,EAGLE VALE,NSW,-34.03686,150.81144
2558,ESCHOL PARK,NSW,-34.03040,150.80942
2558,KEARNS,NSW,-34.02373,150.80628
2559,BLAIRMOUNT,NSW,-34.04881,150.78734
2559,CLAYMORE,NSW,-34.04440,150.80960
2560,AIRDS,NSW,-34.09160,150.82490
2560,AMBARVALE,NSW,-34.08333,150.80067
2560,APPIN,NSW,-34.20000,150.78333
2560,BLAIR ATHOL,NSW,-34.06300,150.80000
2560,BRADBURY,NSW,-34.08734,150.81626
2560,CAMPBELLTOWN,NSW,-34.06661,150.81956
2560,CAMPBELLTOWN NORTH,NSW,-34.06115,150.82630
2560,CATARACT,NSW,-34.29376,150.82480
2560,ENGLORIE PARK,NSW,-34.08066,150.79480
2560,GILEAD,NSW,-34.14101,150.79239
2560,GLEN ALPINE,NSW,-34.09000,150.78500
2560,KENTLYN,NSW,-34.05193,150.87797
2560,LEUMEAH,NSW,-34.05546,150.83328
2560,MACARTHUR SQUARE,NSW,-34.07485,150.79795
2560,ROSEMEADOW,NSW,-34.10700,150.79300
2560,RUSE,NSW,-34.07100,150.84230
2560,ST HELENS PARK,NSW,-34.11050,150.80790
2560,WEDDERBURN,NSW,-34.12612,150.81789
2560,WOODBINE,NSW,-34.04941,150.81967
2563,MENANGLE PARK,NSW,-34.10287,150.75049
2564,GLENQUARIE,NSW,-33.98570,150.89180
2564,LONG POINT,NSW,-34.01200,150.89700
2564,MACQUARIE FIELDS,NSW,-33.99434,150.88757
2565,BARDIA,NSW,-33.97820,150.85800
2565,DENHAM COURT,NSW,-33.98440,150.84444
2565,INGLEBURN,NSW,-34.00441,150.86302
2565,MACQUARIE LINKS,NSW,-33.98200,150.87400
2566,BOW BOWING,NSW,-34.01853,150.83816
2566,MINTO,NSW,-34.02646,150.85070
2566,MINTO DC,NSW,-34.02910,150.85000
2566,MINTO HEIGHTS,NSW,-34.03100,150.87430
2566,RABY,NSW,-34.02092,150.81733
2566,ST ANDREWS,NSW,-34.01980,150.83300
2566,VARROVILLE,NSW,-34.00758,150.81510
2567,CURRANS HILL,NSW,-34.04084,150.76853
2567,HARRINGTON PARK,NSW,-34.02769,150.73081
2567,MOUNT ANNAN,NSW,-34.06500,150.76000
2567,NARELLAN,NSW,-34.04511,150.73706
2567,NARELLAN DC,NSW,-34.04510,150.73700
2567,NARELLAN VALE,NSW,-34.05040,150.74830
2567,SMEATON GRANGE,NSW,-34.03500,150.75700
2568,MENANGLE,NSW,-34.13807,150.70982
2569,DOUGLAS PARK,NSW,-34.19248,150.70401
2570,BELIMBLA PARK,NSW,-34.08568,150.53854
2570,BICKLEY VALE,NSW,-34.08000,150.66500
2570,BROWNLOW HILL,NSW,-34.03480,150.65700
2570,BURRAGORANG VALLEY,NSW,-34.05860,150.38690
2570,CAMDEN,NSW,-34.05444,150.69583
2570,CAMDEN PARK,NSW,-34.09645,150.69990
2570,CAMDEN SOUTH,NSW,-34.08539,150.70744
2570,CAWDOR,NSW,-34.08333,150.68333
2570,COBBITTY,NSW,-34.01667,150.68333
2570,ELDERSLIE,NSW,-34.05462,150.71250
2570,ELLIS LANE,NSW,-34.03400,150.67500
2570,GLENMORE,NSW,-34.07367,150.59948
2570,GRASMERE,NSW,-34.05700,150.66700
2570,KIRKHAM,NSW,-34.03900,150.70900
2570,LEFEVRES CORNER,NSW,-34.02530,150.62900
2570,MOUNT HUNTER,NSW,-34.06667,150.63333
2570,NATTAI,NSW,-34.06393,150.46747
2570,OAKDALE,NSW,-34.08167,150.50111
2570,ORAN PARK,NSW,-34.00300,150.74300
2570,ORANGEVILLE,NSW,-34.02637,150.59368
2570,SPRING FARM,NSW,-34.07200,150.71800
2570,THE OAKS,NSW,-34.07680,150.57100
2570,THERESA PARK,NSW,-33.99118,150.63432
2570,WEROMBI,NSW,-33.98180,150.58459
2571,BALMORAL,NSW,-34.31528,150.51778
2571,BALMORAL VILLAGE,NSW,-34.31530,150.51800
2571,BUXTON,NSW,-34.25658,150.53348
2571,COURIDJAH,NSW,-34.23333,150.55000
2571,MALDON,NSW,-34.19861,150.63472
2571,MOWBRAY PARK,NSW,-34.15299,150.55305
2571,PICTON,NSW,-34.18333,150.60000
2571,RAZORBACK,NSW,-34.14629,150.66335
2571,WILTON,NSW,-34.23333,150.70000
2572,LAKESLAND,NSW,-34.16667,150.53333
2572,THIRLMERE,NSW,-34.20519,150.55351
2573,TAHMOOR,NSW,-34.23322,150.58787
2574,AVON,NSW,-34.42541,150.66857
2574,BARGO,NSW,-34.30000,150.58333
2574,PHEASANTS NEST,NSW,-34.25597,150.63560
2574,YANDERRA,NSW,-34.31667,150.56667
2575,ALPINE,NSW,-34.40583,150.50917
2575,AYLMERTON,NSW,-34.41843,150.49213
2575,BALACLAVA,NSW,-34.44130,150.47100
2575,BARRALLIER,NSW,-34.27180,150.05500
2575,BRAEMAR,NSW,-34.43100,150.48300
2575,BULLIO,NSW,-34.34500,150.16900
2575,COLO VALE,NSW,-34.40000,150.48333
2575,GOODMANS FORD,NSW,-34.29630,150.08400
2575,HIGH RANGE,NSW,-34.36667,150.30000
2575,HILL TOP,NSW,-34.35000,150.48333
2575,JOADJA,NSW,-34.42100,150.22000
2575,MANDEMAR,NSW,-34.43333,150.28333
2575,MITTAGONG,NSW,-34.45000,150.45000
2575,MOUNT LINDSEY,NSW,-34.45198,150.57021
2575,RENWICK,NSW,-34.44930,150.47500
2575,WATTLE RIDGE,NSW,-34.30237,150.42477
2575,WELBY,NSW,-34.43854,150.43413
2575,WILLOW VALE,NSW,-34.43167,150.46778
2575,WOODLANDS,NSW,-34.41667,150.38333
2575,YERRINBOOL,NSW,-34.36655,150.53771
2576,BONG BONG,NSW,-34.47877,150.41790
2576,BOWRAL,NSW,-34.47917,150.41806
2576,BURRADOO,NSW,-34.50849,150.40225
2576,EAST BOWRAL,NSW,-34.49459,150.45964
2576,EAST KANGALOON,NSW,-34.55305,150.58279
2576,GLENQUARRY,NSW,-34.53333,150.50000
2576,KANGALOON,NSW,-34.55000,150.53333
2577,AVOCA,NSW,-34.61528,150.48472
2577,BARREN GROUNDS,NSW,-34.67706,150.72430
2577,BARRENGARRY,NSW,-34.68333,150.51667
2577,BEAUMONT,NSW,-34.77680,150.57626
2577,BELANGLO,NSW,-34.53931,150.21759
2577,BENDEELA,NSW,-34.73510,150.47900
2577,BERRIMA,NSW,-34.48333,150.35000
2577,BUDGONG,NSW,-34.80250,150.47100
2577,BURRAWANG,NSW,-34.60000,150.51667
2577,CALWALLA,NSW,-34.56285,150.47494
2577,CANYONLEIGH,NSW,-34.53516,150.13294
2577,CARRINGTON FALLS,NSW,-34.64302,150.65868
2577,FITZROY FALLS,NSW,-34.63206,150.46095
2577,KANGAROO VALLEY,NSW,-34.73415,150.52586
2577,KNIGHTS HILL,NSW,-34.61538,150.69239
2577,MACQUARIE PASS,NSW,-34.56667,150.66667
2577,MANCHESTER SQUARE,NSW,-34.59945,150.40225
2577,MEDWAY,NSW,-34.48780,150.28635
2577,MERYLA,NSW,-34.66984,150.36204
2577,MOSS VALE,NSW,-34.55057,150.39643
2577,MOUNT MURRAY,NSW,-34.55282,150.63722
2577,MYRA VALE,NSW,-34.65077,150.51353
2577,NEW BERRIMA,NSW,-34.50290,150.33520
2577,PADDYS RIVER,NSW,-34.62546,150.10974
2577,PHEASANT GROUND,NSW,-34.61595,150.68347
2577,RED ROCKS,NSW,-34.76760,150.54100
2577,ROBERTSON,NSW,-34.58333,150.58333
2577,SUTTON FOREST,NSW,-34.56670,150.31670
2577,UPPER KANGAROO RIVER,NSW,-34.69557,150.59368
2577,UPPER KANGAROO VALLEY,NSW,-34.69557,150.59368
2577,WERAI,NSW,-34.58333,150.35000
2577,WILDES MEADOW,NSW,-34.62314,150.52984
2577,YARRUNGA,NSW,-34.58412,150.43434
2578,BUNDANOON,NSW,-34.65594,150.29215
2579,BIG HILL,NSW,-34.54850,150.00121
2579,BRAYTON,NSW,-34.64861,149.96778
2579,EXETER,NSW,-34.61667,150.31667
2579,MARULAN,NSW,-34.71667,150.00000
2579,MARULAN SOUTH,NSW,-34.71667,150.00000
2579,PENROSE,NSW,-34.67500,150.21250
2579,TALLONG,NSW,-34.71667,150.08333
2579,WINGELLO,NSW,-34.69008,150.15519
2580,BANNABY,NSW,-34.41291,149.90809
2580,BANNISTER,NSW,-34.60216,149.49296
2580,BAW BAW,NSW,-34.70920,149.63300
2580,BOXERS CREEK,NSW,-34.75270,149.83000
2580,BRISBANE GROVE,NSW,-34.79808,149.71988
2580,BUNGONIA,NSW,-34.85000,149.95000
2580,CARRICK,NSW,-34.71840,149.88100
2580,CHATSBURY,NSW,-34.50570,149.76800
2580,CURRAWANG,NSW,-34.94636,149.47224
2580,CURRAWEELA,NSW,-34.26250,149.79900
2580,GOLSPIE,NSW,-34.25428,149.67339
2580,GOULBURN,NSW,-34.74792,149.72774
2580,GOULBURN DC,NSW,-34.75530,149.71800
2580,GOULBURN NORTH,NSW,-34.74450,149.73393
2580,GREENWICH PARK,NSW,-34.59674,149.92192
2580,GUNDARY,NSW,-34.83184,149.80210
2580,JERRONG,NSW,-34.17279,149.86288
2580,KINGSDALE,NSW,-34.70052,149.70042
2580,KOMUNGLA,NSW,-34.85350,149.65100
2580,LAKE BATHURST,NSW,-35.05225,149.69681
2580,LEIGHWOOD,NSW,-34.26242,149.69067
2580,LOWER BORO,NSW,-35.14790,149.77200
2580,MAYFIELD,NSW,-35.18681,149.75204
2580,MCALISTER,NSW,-34.44928,149.75303
2580,MIDDLE ARM,NSW,-34.61881,149.73198
2580,MOUNT FAIRY,NSW,-35.19013,149.59881
2580,MOUNT RAE,NSW,-34.47391,149.70804
2580,MUMMEL,NSW,-34.66109,149.54246
2580,MYRTLEVILLE,NSW,-34.46760,149.81800
2580,PALING YARDS,NSW,-34.11970,149.81000
2580,PARKESBOURNE,NSW,-34.75721,149.55272
2580,POMEROY,NSW,-34.67290,149.51300
2580,QUIALIGO,NSW,-34.94114,149.76171
2580,RICHLANDS,NSW,-34.37220,149.81000
2580,ROSLYN,NSW,-34.49538,149.62114
2580,RUN-O-WATERS,NSW,-34.75534,149.67375
2580,SIX MILE FLAT,NSW,-34.72060,149.74900
2580,SPRING VALLEY,NSW,-34.94520,149.53000
2580,STONEQUARRY,NSW,-34.38160,149.77000
2580,TARAGO,NSW,-35.08768,149.66654
2580,TARALGA,NSW,-34.39613,149.81923
2580,TARLO,NSW,-34.61848,149.79345
2580,TIRRANNAVILLE,NSW,-34.82602,149.69825
